surface,tab,group,label,stable_command_id,aliases,visible,implementation_status,availability_reason,required_document_or_selection,controller,engine_operation,input_dialog_or_preset,output_or_state_change,undo_contract,dependency,source_location,test_or_repro,implementation_commit,review_status,evidence_path
ribbon,Protect,Security,Password,password,encrypt (same encryptDocument handler),true,implemented+available,Open a PDF,Open a PDF,SecurityController,IEncryptor::encryptDocument (user/owner password + DocumentPermissions),EncryptionDialog passwords/permissions,Document encrypted (PERSISTED),NOT undoable (save-level security change),None,src/shell/controllers/SecurityController.cpp:203-274,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Security,Permissions,permissions,,true,implemented+available,Open a PDF,Open a PDF,SecurityController,DocumentPermissions via PermissionsDialog + encryptDocument,PermissionsDialog,Permission flags persisted in /Encrypt dict,NOT undoable,None,src/shell/controllers/SecurityController.cpp:203-274; src/ui/PermissionsDialog.h,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Security,Encrypt,encrypt,password (same handler); encryptWithCertificate also available on engine,true,implemented+available,Open a PDF,Open a PDF,SecurityController,IEncryptor::encryptDocument,EncryptionDialog,Document encrypted,NOT undoable,None,src/shell/controllers/SecurityController.cpp:203-274,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Security,Remove Sec.,removeSec,RemoveSecurity canonical (ToolId.cpp:127),true,implemented+available,Open a PDF (encrypted),Open a PDF,SecurityController,IEncryptor::removeEncryption,Owner password prompt,Encryption removed (PERSISTED),NOT undoable,None,src/shell/controllers/SecurityController.cpp:203-274,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Redact,Mark,markRedact,,true,implemented+available,Open a PDF; Apply is the destructive step (mark vs apply distinction),Open a PDF,EditController (ToolMode::Redact) + Redaction screen sync,ToolMode::Redact marks; IRedactor::applyMarkRedactions on Apply,Drag marks on page; RedactMode panel Apply/Cancel,"Marks placed (annotations); Apply excises content from page(s) (DESTRUCTIVE, PERSISTED)",Marking undoable via annotation path; Apply NOT undoable (content removed),None,src/shell/controllers/EditController.cpp:118; src/shell/TaskNav.cpp:59-63; src/core/interfaces/IPdfEditorEngine.h:240-249,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Redact,Apply,applyRedact,,true,implemented+missing-context,Placed marks required,Placed redaction marks,SecurityController,IRedactor::applyMarkRedactions (guards signed docs ER-2),RedactApplyDialog confirmation,"All marked regions excised from content streams (DESTRUCTIVE, PERSISTED)",NOT undoable,None,src/shell/controllers/SecurityController.cpp:203-274,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Redact,Pattern,patternRedact,,true,implemented+available,Open a PDF,Open a PDF,SecurityController -> Redaction screen,IRedactor::applyPatternRedactions(Multi),RedactMode pattern UI (+ batch PII presets in BatchMode),"Pattern matches excised (DESTRUCTIVE, PERSISTED)",NOT undoable,None,src/shell/controllers/SecurityController.cpp:203-274,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Redact,Regex,regexRedact,,true,implemented+available,Open a PDF; valid regex,Open a PDF,SecurityController -> Redaction screen (Custom regex preselected),IRedactor::applyPatternRedactions,Regex pattern in RedactMode,"Regex matches excised (DESTRUCTIVE, PERSISTED)",NOT undoable,None,src/shell/controllers/SecurityController.cpp:260-267; src/ui/FindBar.h (redactAll via EditController.onRedactAllRequested),Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Redact,Sanitize,sanitize,,true,implemented+available,Open a PDF,Open a PDF,SecurityController -> Redaction screen sync,IPdfDocumentIO::sanitizeDocument,None,Metadata/objects scrubbed copy (PERSISTED),NOT undoable,None,src/shell/controllers/SecurityController.cpp:203-274,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Sign,Certify,certify,,true,implemented+available,Open a PDF; X.509/P12 digital ID (CapId::DigitalSignature),Open a PDF,SecurityController,ISignatureManager certify (OpenSSL CMS),Certificate/password dialogs,Certification signature appended (incremental /ByteRange-safe via writeUpdate path),NOT undoable,CapId::DigitalSignature (OpenSSL),src/shell/controllers/SecurityController.cpp:203-274,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Sign,Sign,sign,,true,implemented+available,Open a PDF; digital ID; visible graphic needs CapId::VisibleSignatureGraphic,Open a PDF,SecurityController; SignaturesPanel Place routes here,ISignatureManager sign,SignatureDialog / SignaturesPanel,Digital signature appended (PERSISTED incremental update),NOT undoable,CapId::DigitalSignature,src/shell/controllers/SecurityController.cpp:203-274; src/GpMainWindow.cpp:878-892,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Sign,Timestamp,timestamp,,true,implemented+available,Open a PDF; timestamp source,Open a PDF,SecurityController,ISignatureManager timestamp,Timestamp dialog,Timestamp signature appended,NOT undoable,Trusted timestamp source (TSA/local),src/shell/controllers/SecurityController.cpp:203-274,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Sign,Validate,validateSig,validate alias (ToolId.cpp:266),true,implemented+missing-context,Open a PDF with signatures,Open a PDF,SecurityController,ISignatureManager validateSignatures (trustStatus/trustStoreUsed reported),None,"Signature validation report (view only; trust status disclosed, not a trust decision)",None,None,src/shell/controllers/SecurityController.cpp:203-274; src/core/interfaces/ISignatureManager.h:16-29,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Protect,Sign,Trust Store,trust,,false,planned-unimplemented,"Trust STATUS is implemented in validation (SignatureInfo trustStatus/trustStoreUsed, UntrustedChain mapping - ISignatureManager.h:16-29), but trust-store MANAGEMENT (add/remove anchors) is: no implementation found after tracing (CredentialManager.h stores app secrets, not PDF trust anchors; resources/icons/trust.svg exists)",Open a PDF with signatures,None for management,validateSignatures (status only),Trust store manager (unspecified),Trusted certificates/anchors managed (target behavior),None traced,None,src/core/interfaces/ISignatureManager.h:16-29; src/core/CredentialManager.h (different domain),Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
welcome,Home,Cards,Open PDF,open,,true,implemented+available,Always (primary card),None,WelcomeWidget openFileRequested -> HomeController ToolId::Open,MainWindow::openDocument (engine load + viewer load + identity publish),File-open dialog,Workspace shown with document; recent list updated,None (open),None,"src/ui/WelcomeWidget.cpp:232,243-244,261; src/GpMainWindow.cpp:207-208; src/GpMainWindow.cpp:635-775",Click card from fresh welcome state; verify chosen workflow reached (UI03 acceptance),,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI03/UI04)
welcome,Home,Cards,Merge files,combine,combinePDF; merge,true,implemented+available,Always (no open doc needed),None,WelcomeWidget mergeFilesRequested -> ToolRegistry::activate(ToolId::Combine),PdfViewerWidget::mergeDocuments,Multi file-open + save dialog,New merged PDF opened on accept,None (new file),None,"src/ui/WelcomeWidget.cpp:233,262; src/GpMainWindow.cpp:223-224",Click card from fresh welcome state; verify chosen workflow reached (UI03 acceptance),,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI03/UI04)
welcome,Home,Cards,Convert,open (current routing),convertRequested,true,implemented+missing-context,UI03 DEFECT: handler routes to ToolId::Open ONLY - task intent (which conversion) is dropped (GpMainWindow.cpp:215-216),None (open only today),WelcomeWidget convertRequested -> HomeController ToolId::Open (defect),openDocument,File-open dialog,Document opened; NO conversion task activated,None,None,src/GpMainWindow.cpp:215-216,Click card from fresh welcome state; verify chosen workflow reached (UI03 acceptance),,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI03/UI04)
welcome,Home,Cards,Protect,open (current routing),protectRequested,true,implemented+missing-context,UI03 DEFECT: handler routes to ToolId::Open ONLY - Protect task intent dropped (GpMainWindow.cpp:217-218),None (open only today),WelcomeWidget protectRequested -> HomeController ToolId::Open (defect),openDocument,File-open dialog,Document opened; NO protect task activated,None,None,src/GpMainWindow.cpp:217-218,Click card from fresh welcome state; verify chosen workflow reached (UI03 acceptance),,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI03/UI04)
welcome,Home,Cards,Import Office,importOffice,fromFile (ribbon),true,implemented+dependency-unavailable,LibreOffice soffice runtime probe; dialog offers download when absent,Office file,WelcomeWidget importOfficeRequested -> HomeController ToolId::ImportOffice,ConversionManager::convertOfficeToPdf,Office file-open + save dialog,New PDF opened after conversion,None (new file),LibreOffice (CapId::OfficeImport),"src/ui/WelcomeWidget.cpp:240,252,258,265; src/GpMainWindow.cpp:209-210",Click card from fresh welcome state; verify chosen workflow reached (UI03 acceptance),,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI03/UI04)
welcome,Home,Cards,Images to PDF,imagesToPdf,,true,implemented+available,Always,Image files,WelcomeWidget imagesToPdfRequested -> HomeController ToolId::ImagesToPdf,ConversionManager::convertImagesToPdf,Multi image-open + save dialog,New PDF opened after conversion,None (new file),None,"src/ui/WelcomeWidget.cpp:241,253,259,266; src/GpMainWindow.cpp:211-212",Click card from fresh welcome state; verify chosen workflow reached (UI03 acceptance),,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI03/UI04)
welcome,Home,Cards,Recent file (click),open,,true,implemented+available,File must exist; missing file prompts removal,Recent file path,WelcomeWidget recentFileRequested -> MainWindow::openDocument,openDocument,None (click),Document opened; missing file -> remove prompt,None,None,"src/ui/WelcomeWidget.cpp:311-318,394-423; src/GpMainWindow.cpp:225-226",Click card from fresh welcome state; verify chosen workflow reached (UI03 acceptance),,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI03/UI04)
welcome,Home,Cards,Remove from recent list,removeRecent,,true,implemented+available,Missing file click flow (or settings),Recent entry,WelcomeWidget removeRecentFileRequested -> HomeController::removeFromRecents,QSettings recentFiles update,Confirmation prompt on missing file,"Entry removed from list; FILE NOT DELETED (distinct semantics, UI04)",None (settings change),None,src/ui/WelcomeWidget.cpp:402-422; src/GpMainWindow.cpp:227-231,Click card from fresh welcome state; verify chosen workflow reached (UI03 acceptance),,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI03/UI04)
screen-nav,Tasks,TaskNav,Standard,standard,,true,implemented+available,Always,open a PDF to view,ModeController standard screen,viewer,None,view state,None,None,src/shell/ScreenNav.cpp:28-46; src/shell/TaskNav.cpp:18-32,Bottom strip button toggles task; state synced by TaskStateSync (one writer),,traced-2026-09-09,src/shell/TaskNav.cpp
screen-nav,Tasks,TaskNav,OCR Verify,ocr,,true,implemented+available,Open a PDF,Open a PDF,ModeController OCR screen; Run drives EditController::runOcr,OcrPipeline + exportMrcPdfA,Run/Accept/Reject + language picker,Searchable overlay + MRC PDF/A copy on Accept,Review edits exported on Accept,None,src/shell/ScreenNav.cpp:28-46; src/shell/TaskNav.cpp:18-32,Bottom strip button toggles task; state synced by TaskStateSync (one writer),,traced-2026-09-09,src/shell/TaskNav.cpp
screen-nav,Tasks,TaskNav,Redaction,redact,,true,implemented+available,Open a PDF,Open a PDF,ModeController RedactMode,IRedactor applyMark/PatternRedactions,Marks + pattern/regex UI,Marks placed; Apply excises content,Apply NOT undoable,None,src/shell/ScreenNav.cpp:28-46; src/shell/TaskNav.cpp:18-32,Bottom strip button toggles task; state synced by TaskStateSync (one writer),,traced-2026-09-09,src/shell/TaskNav.cpp
screen-nav,Tasks,TaskNav,Signatures,signature,,true,implemented+available,Open a PDF,Open a PDF,SignaturesPanel placeSignatureRequested -> SecurityController::activate(ToolId::Sign),ISignatureManager,Place Signature + Digital ID card,Signature placed/appended,NOT undoable,CapId::DigitalSignature,src/shell/ScreenNav.cpp:28-46; src/shell/TaskNav.cpp:18-32,Bottom strip button toggles task; state synced by TaskStateSync (one writer),,traced-2026-09-09,src/shell/TaskNav.cpp
screen-nav,Tasks,TaskNav,Compare,compare,,true,implemented+available,Pair of PDFs,Pair of PDFs,HomeController Compare entry route -> CompareMode,CompareWidget diff,A/B picker,Comparison view,None (view),None,src/shell/ScreenNav.cpp:28-46; src/shell/TaskNav.cpp:18-32,Bottom strip button toggles task; state synced by TaskStateSync (one writer),,traced-2026-09-09,src/shell/TaskNav.cpp
screen-nav,Tasks,TaskNav,Pages,pages,,true,implemented+available,Open a PDF,Open a PDF,ModeController PagesMode,ReorderPermutationCommand; split writer,Thumbnail drag + split panel,Page order changed / parts written,Reorder undoable; split None,None,src/shell/ScreenNav.cpp:28-46; src/shell/TaskNav.cpp:18-32,Bottom strip button toggles task; state synced by TaskStateSync (one writer),,traced-2026-09-09,src/shell/TaskNav.cpp
screen-nav,Tasks,TaskNav,Batch,batch,,true,implemented+available,Input files,Input files,ScreenNav -> BatchMode,convert/compress/watermark/pdfa/merge/ocr/redact batch loop,File list + operation panel,Per-file outputs + truthful counts,None (new outputs),None,src/shell/ScreenNav.cpp:28-46; src/shell/TaskNav.cpp:18-32,Bottom strip button toggles task; state synced by TaskStateSync (one writer),,traced-2026-09-09,src/shell/TaskNav.cpp
screen-nav,Tasks,TaskNav,AI Chat,ai,,true,implemented+available,Always,n/a,MainWindow::toggleAi; AIChatPanel,None (assistant panel),None,Right-dock AI panel visibility,None (view),None,src/shell/ScreenNav.cpp:28-46; src/shell/TaskNav.cpp:18-32,Bottom strip button toggles task; state synced by TaskStateSync (one writer),,traced-2026-09-09,src/shell/TaskNav.cpp
screen-nav,Tasks,TaskNav,Form Builder,form,,true,implemented+available,Open a PDF,Open a PDF,ModeController FormBuilderMode,IFormManager add*/setTabOrder,Field placement + properties + tab order,AcroForm fields added/edited,AddFormFieldCommand undoable,None,src/shell/ScreenNav.cpp:28-46; src/shell/TaskNav.cpp:18-32,Bottom strip button toggles task; state synced by TaskStateSync (one writer),,traced-2026-09-09,src/shell/TaskNav.cpp
screen-nav,Tasks,TaskNav,Compress,compress,,true,implemented+available,Open a PDF,Open a PDF,ConvertController entry route -> CompressDialog exec,IExporter optimize/estimate,CompressDialog options,Compressed copy,None (new file),None,src/shell/ScreenNav.cpp:28-46; src/shell/TaskNav.cpp:18-32,Bottom strip button toggles task; state synced by TaskStateSync (one writer),,traced-2026-09-09,src/shell/TaskNav.cpp
screen-nav,Tasks,TaskNav,PDF/A,pdfa,,true,implemented+available,Open a PDF,Open a PDF,PdfAValidationPanel setDocument (ARC06) + exportPdfA callback,IExporter::exportPdfA; veraPDF probe for validation,Validate / export controls,Validation report; PDF/A copy on export,None (new file),veraPDF CLI (validation only),src/shell/ScreenNav.cpp:28-46; src/shell/TaskNav.cpp:18-32,Bottom strip button toggles task; state synced by TaskStateSync (one writer),,traced-2026-09-09,src/shell/TaskNav.cpp
screen-nav,Tasks,TaskNav,Watermark,watermark,,true,implemented+available,Open a PDF,Open a PDF,HomeController Watermark entry route -> WatermarkDialog exec,IImageEditor addText/addImageWatermark,WatermarkDialog options,Watermark stamped,NOT undoable,None,src/shell/ScreenNav.cpp:28-46; src/shell/TaskNav.cpp:18-32,Bottom strip button toggles task; state synced by TaskStateSync (one writer),,traced-2026-09-09,src/shell/TaskNav.cpp
mode-strip,Modes,Pills,View,mode-view,modeChanged(view); Form pill routes to Form Builder screen (GpMainWindow.cpp:836-842),true,implemented+available,Always,n/a (mode label),ModeStrip -> MainWindow::onModeChanged,None (navigation),None,Mode pill selected; Form pill activates Form Builder screen,None,None,src/shell/ModeStrip.cpp:36-66,,,traced-2026-09-09,src/shell/ModeStrip.cpp:36-66
mode-strip,Modes,Pills,Edit,mode-edit,modeChanged(edit); Form pill routes to Form Builder screen (GpMainWindow.cpp:836-842),true,implemented+available,Always,n/a (mode label),ModeStrip -> MainWindow::onModeChanged,None (navigation),None,Mode pill selected; Form pill activates Form Builder screen,None,None,src/shell/ModeStrip.cpp:36-66,,,traced-2026-09-09,src/shell/ModeStrip.cpp:36-66
mode-strip,Modes,Pills,Comment,mode-comment,modeChanged(comment); Form pill routes to Form Builder screen (GpMainWindow.cpp:836-842),true,implemented+available,Always,n/a (mode label),ModeStrip -> MainWindow::onModeChanged,None (navigation),None,Mode pill selected; Form pill activates Form Builder screen,None,None,src/shell/ModeStrip.cpp:36-66,,,traced-2026-09-09,src/shell/ModeStrip.cpp:36-66
mode-strip,Modes,Pills,Form,mode-form,modeChanged(form); Form pill routes to Form Builder screen (GpMainWindow.cpp:836-842),true,implemented+available,Always,n/a (mode label),ModeStrip -> MainWindow::onModeChanged,None (navigation),None,Mode pill selected; Form pill activates Form Builder screen,None,None,src/shell/ModeStrip.cpp:36-66,,,traced-2026-09-09,src/shell/ModeStrip.cpp:36-66
mode-strip,Modes,Pills,Protect,mode-protect,modeChanged(protect); Form pill routes to Form Builder screen (GpMainWindow.cpp:836-842),true,implemented+available,Always,n/a (mode label),ModeStrip -> MainWindow::onModeChanged,None (navigation),None,Mode pill selected; Form pill activates Form Builder screen,None,None,src/shell/ModeStrip.cpp:36-66,,,traced-2026-09-09,src/shell/ModeStrip.cpp:36-66
mode-strip,Modes,Pills,AI,toggle-ai,ai,true,implemented+available,Always,n/a,ModeStrip aiToggleRequested -> MainWindow::toggleAi,None,None,AIChatPanel right-dock visibility toggled,None,None,src/shell/ModeStrip.cpp:36-66; src/GpMainWindow.cpp:942-954,,,traced-2026-09-09,src/shell/ModeStrip.cpp:36-66
mode-strip,Modes,Tools chooser,Tools menu,task-chooser,ScreenNav equivalents,true,implemented+available,Always,task-dependent,ModeStrip task menu built from TaskNav::tasks(),Same as screen-nav entries,None,Activates chosen task screen,n/a,None,src/shell/ModeStrip.cpp:36-66 (compact Tools chooser built from TaskNav),,,traced-2026-09-09,src/shell/ModeStrip.cpp:36-66
side-pane,Left,Sidebar tabs,Pages,pane-pages,hidden ribbon Panes ids where applicable (thumbs/bookmarks/comments/layers),true,implemented+available,Open a PDF,Open a PDF,Sidebar QTabBar -> QStackedWidget,ThumbnailSidebar,Save dialog (Files tab extract),Pane content shown; PDFium thumbnails; click navigates; drag reorder -> PagesController::onPageReordered,Page navigation; reorder undoable,None,src/shell/Sidebar.cpp:62-77 + init(),,,traced-2026-09-09,src/shell/Sidebar.cpp
side-pane,Left,Sidebar tabs,Bookmarks,pane-bookmarks,hidden ribbon Panes ids where applicable (thumbs/bookmarks/comments/layers),true,implemented+available,Open a PDF (outline optional),Open a PDF (outline optional),Sidebar QTabBar -> QStackedWidget,BookmarkPanel,Save dialog (Files tab extract),Pane content shown; QPdfBookmarkModel tree; click navigates,Page navigation,None,src/shell/Sidebar.cpp:62-77 + init(),,,traced-2026-09-09,src/shell/Sidebar.cpp
side-pane,Left,Sidebar tabs,Comments,pane-comments,hidden ribbon Panes ids where applicable (thumbs/bookmarks/comments/layers),true,implemented+available,Open a PDF,Open a PDF,Sidebar QTabBar -> QStackedWidget,CommentsWidget,Save dialog (Files tab extract),"Pane content shown; Filters, status, reply, double-click navigates (EditAnnotationCommand)",Reply/status undoable,None,src/shell/Sidebar.cpp:62-77 + init(),,,traced-2026-09-09,src/shell/Sidebar.cpp
side-pane,Left,Sidebar tabs,Files,pane-files,hidden ribbon Panes ids where applicable (thumbs/bookmarks/comments/layers),true,implemented+available,Open a PDF with embedded files,Open a PDF with embedded files,Sidebar QTabBar -> QStackedWidget,attachment list (QListWidget),Save dialog (Files tab extract),Pane content shown; extractEmbeddedFile + save dialog,None (extract to file),None,src/shell/Sidebar.cpp:62-77 + init(),,,traced-2026-09-09,src/shell/Sidebar.cpp
side-pane,Right,Sidebar tabs,Properties,pane-properties,hidden ribbon Panes ids where applicable (thumbs/bookmarks/comments/layers),true,implemented+available,Open a PDF,Open a PDF,Sidebar QTabBar -> QStackedWidget,InspectorWidget,Save dialog (Files tab extract),Pane content shown; Document metadata + selected-annotation properties,Annotation property edits undoable via command path,None,src/shell/Sidebar.cpp:62-77 + init(),,,traced-2026-09-09,src/shell/Sidebar.cpp
side-pane,Right,Sidebar tabs,Comments,pane-comments,hidden ribbon Panes ids where applicable (thumbs/bookmarks/comments/layers),true,implemented+available,Open a PDF + selection,Open a PDF + selection,Sidebar QTabBar -> QStackedWidget,selected-annotation thread list,Save dialog (Files tab extract),Pane content shown; Thread navigation,None (view),None,src/shell/Sidebar.cpp:62-77 + init(),,,traced-2026-09-09,src/shell/Sidebar.cpp
side-pane,Right,Sidebar tabs,Layers,pane-layers,hidden ribbon Panes ids where applicable (thumbs/bookmarks/comments/layers),true,implemented+missing-context,Open a PDF with layers,Open a PDF with layers,Sidebar QTabBar -> QStackedWidget,OCG list (QListWidget),Save dialog (Files tab extract),Pane content shown; IPdfDocumentIO::getLayers; itemChanged ONLY posts status message (no engine toggle),None,None,src/shell/Sidebar.cpp:62-77 + init(),,,traced-2026-09-09,src/shell/Sidebar.cpp
menu-bar,File,File,New Window,new-window,new-window,true (disabled),planned-unimplemented,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185),command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,File,File,Open...,open,open,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,File,File,Open Recent (submenu: files + Prune Missing + Clear),recent-menu,recent-menu,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,File,File,Close,close,close,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,File,File,Save,save,save,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,File,File,Save As...,saveAs,saveAs,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,File,File,Save a Copy...,saveAs,save-copy,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,File,File,Print Preview...,printPreview,printPreview,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
